timestamp,st_id,temp_c,hum_pct,wind_speed
2024-11-15 01:00:00,ST006,41.8,93.4,42.7
2024-10-19 14:00:00,ST003,10.4,49.2,4.0
2024-07-08 22:00:00,ST013,,80.7,20.2
2024-06-02 01:00:00,ST012,31.0,76.4,52.1
2024-04-14 00:00:00,ST001,14.5,50.3,9.2
2024-04-24 13:00:00,ST012,29.2,91.9,57.5
2024-01-18 12:00:00,ST019,42.2,58.9,72.6
2024-06-14 18:00:00,ST019,9.1,75.7,68.0
2024-08-25 00:00:00,ST002,,66.2,5.5
2024-03-13 01:00:00,ST016,22.3,40.8,71.3
2024-07-03 09:00:00,ST017,29.6,88.2,62.0
2024-06-16 14:00:00,ST011,38.2,17.4,70.5
2024-08-17 15:00:00,ST013,6.1,82.3,14.5
2024-07-07 14:00:00,ST020,27.2,53.9,15.3
2024-11-21 00:00:00,ST008,30.8,51.7,63.4
2024-09-08 22:00:00,ST010,23.9,55.1,34.0
2024-07-28 07:00:00,ST009,15.1,20.3,15.4
2024-05-10 18:00:00,ST006,13.7,51.2,58.0
2024-05-12 12:00:00,ST004,16.8,40.7,24.2
2024-07-18 10:00:00,ST002,32.9,20.7,69.5
2024-11-22 19:00:00,ST016,22.6,25.7,4.1
2024-12-01 16:00:00,ST013,8.0,63.5,4.3
2024-03-21 20:00:00,ST008,27.3,45.4,47.7
2024-07-21 23:00:00,ST015,39.4,94.2,24.4
2024-05-24 01:00:00,ST007,15.6,16.9,19.2
2024-11-16 19:00:00,ST020,16.7,29.7,56.6
2024-05-15 01:00:00,ST009,22.0,56.3,51.8
2024-07-28 23:00:00,ST006,28.8,80.1,73.7
2024-07-04 20:00:00,ST013,67.0,52.0,6.4
2024-06-05 06:00:00,ST003,43.5,81.1,46.0
2024-01-28 11:00:00,ST009,35.5,24.9,41.5
2024-12-01 16:00:00,ST014,43.8,50.0,32.7
2024-12-04 05:00:00,ST014,16.5,90.3,65.1
2024-03-20 03:00:00,ST011,43.8,44.4,41.2
2024-02-07 00:00:00,ST014,12.5,40.8,60.5
2024-03-30 10:00:00,ST018,42.1,47.2,55.9
2024-04-18 02:00:00,ST008,17.4,11.2,32.6
2024-04-15 02:00:00,ST004,24.9,70.9,40.7
2024-11-07 19:00:00,ST008,27.1,42.6,73.7
2024-10-10 06:00:00,ST009,71.2,77.0,21.4
2024-04-11 10:00:00,ST016,22.9,51.2,26.6
2024-06-12 00:00:00,ST007,71.4,29.9,62.0
2024-04-13 20:00:00,ST013,24.8,13.1,40.2
2024-03-09 01:00:00,ST015,26.0,48.8,57.8
2024-06-29 22:00:00,ST016,18.5,68.9,52.0
2024-08-04 04:00:00,ST013,30.1,85.4,39.0
2024-06-04 07:00:00,ST010,34.9,46.9,7.9
2024-01-20 18:00:00,ST010,6.8,77.7,23.5
2024-05-02 22:00:00,ST019,11.8,16.7,69.7
2024-06-07 12:00:00,ST005,72.3,31.6,20.4
2024-02-20 10:00:00,ST006,22.7,39.4,47.0
2024-05-15 23:00:00,ST010,45.0,82.5,8.5
2024-01-15 23:00:00,ST010,44.1,65.9,22.0
2024-12-05 02:00:00,ST002,38.3,86.7,62.1
2024-06-20 02:00:00,ST007,32.1,71.3,52.7
2024-07-29 21:00:00,ST002,36.5,12.8,29.2
2024-04-29 21:00:00,ST014,13.0,76.9,70.1
2024-06-24 10:00:00,ST006,41.6,90.3,77.4
2024-02-21 09:00:00,ST015,10.6,92.2,68.8
2024-09-06 16:00:00,ST018,8.6,43.5,21.2
2024-09-17 02:00:00,ST009,,89.9,8.7
2024-08-11 22:00:00,ST018,41.6,28.8,5.1
2024-03-20 15:00:00,ST014,10.6,90.4,24.3
2024-09-22 07:00:00,ST005,23.1,67.0,59.5
2024-10-10 05:00:00,ST005,31.2,80.9,49.3
2024-10-29 16:00:00,ST007,22.8,30.1,29.0
2024-02-11 08:00:00,ST012,20.9,26.1,9.8
2024-01-15 13:00:00,ST020,7.0,38.3,79.1
2024-05-21 10:00:00,ST018,28.5,79.1,18.6
2024-04-08 18:00:00,ST009,44.5,55.9,63.9
2024-06-11 10:00:00,ST012,28.6,11.3,21.2
2024-11-21 02:00:00,ST003,22.9,40.8,47.5
2024-07-24 21:00:00,ST017,23.3,91.9,4.9
2024-10-29 19:00:00,ST016,7.9,16.9,48.7
2024-08-09 23:00:00,ST018,20.2,60.8,23.6
2024-05-26 18:00:00,ST004,22.2,85.5,33.1
2024-10-18 08:00:00,ST011,17.5,31.7,76.3
2024-03-04 15:00:00,ST003,22.3,73.3,29.8
2024-08-13 00:00:00,ST018,31.8,44.9,69.9
2024-07-15 08:00:00,ST002,29.0,39.9,46.2
2024-08-27 00:00:00,ST004,38.8,41.2,61.0
2024-01-18 22:00:00,ST020,64.8,65.9,55.5
2024-01-05 04:00:00,ST012,12.3,22.2,52.6
2024-12-28 03:00:00,ST003,13.6,45.7,27.3
2024-02-27 23:00:00,ST019,62.1,23.2,60.4
2024-10-28 18:00:00,ST020,21.6,28.3,41.0
2024-11-28 04:00:00,ST019,26.1,36.2,17.6
2024-04-03 16:00:00,ST007,35.6,34.6,9.6
2024-06-06 02:00:00,ST018,25.0,80.8,64.5
2024-11-09 20:00:00,ST001,41.8,83.3,46.1
2024-10-03 12:00:00,ST004,5.8,37.6,64.1
2024-10-25 03:00:00,ST003,38.8,30.7,47.1
2024-05-31 06:00:00,ST011,18.3,24.3,40.8
2024-08-27 16:00:00,ST012,34.1,79.6,65.2
2024-04-14 08:00:00,ST020,35.4,65.7,14.2
2024-11-02 10:00:00,ST019,32.2,85.0,51.4
2024-04-13 01:00:00,ST011,22.6,49.9,50.5
2024-07-30 21:00:00,ST003,23.5,13.2,29.5
2024-12-12 03:00:00,ST003,20.4,59.3,76.3
2024-05-08 12:00:00,ST019,17.9,50.4,12.1
2024-02-27 13:00:00,ST011,25.2,24.7,19.8
2024-09-05 10:00:00,ST006,19.9,34.0,32.7
2024-02-14 23:00:00,ST011,18.2,57.4,30.9
2024-04-12 15:00:00,ST020,18.3,59.5,11.3
2024-03-29 00:00:00,ST013,28.8,89.7,24.8
2024-03-04 19:00:00,ST017,30.8,46.0,28.9
2024-05-11 01:00:00,ST016,14.1,21.7,6.2
2024-01-26 18:00:00,ST017,31.5,84.5,49.4
2024-04-23 00:00:00,ST020,33.8,13.7,29.1
2024-06-08 17:00:00,ST015,26.4,36.3,64.7
2024-10-27 18:00:00,ST019,23.5,34.0,30.5
2024-04-04 11:00:00,ST020,39.9,14.4,38.4
2024-03-26 02:00:00,ST017,16.4,74.9,21.8
2024-11-03 23:00:00,ST008,40.4,89.1,33.2
2024-09-12 22:00:00,ST003,14.0,37.1,7.9
2024-07-14 20:00:00,ST002,41.7,50.2,66.5
2024-01-13 23:00:00,ST003,15.2,81.0,43.9
2024-06-11 05:00:00,ST010,17.0,14.1,33.6
2024-01-12 05:00:00,ST016,,58.9,57.5
2024-10-11 09:00:00,ST019,12.5,66.8,41.9
2024-01-14 21:00:00,ST017,20.6,,50.9
2024-08-23 09:00:00,ST003,14.6,65.9,8.3
2024-08-19 02:00:00,ST012,37.5,24.9,62.3
2024-02-13 01:00:00,ST005,33.6,90.2,3.0
2024-07-30 16:00:00,ST011,25.6,94.1,43.4
2024-02-02 15:00:00,ST012,39.6,38.2,10.0
2024-08-19 10:00:00,ST013,43.9,52.2,39.8
2024-02-23 21:00:00,ST014,22.2,94.6,14.4
2024-07-28 05:00:00,ST010,22.8,71.0,13.3
2024-10-23 22:00:00,ST012,16.0,93.3,75.8
2024-01-22 06:00:00,ST006,61.9,61.6,62.5
2024-01-23 02:00:00,ST013,29.2,67.7,75.9
2024-09-07 12:00:00,ST017,20.9,65.2,20.0
2024-03-21 09:00:00,ST013,15.5,32.1,35.7
2024-05-16 15:00:00,ST016,9.9,82.5,36.2
2024-08-25 04:00:00,ST011,33.4,56.7,23.2
2024-09-03 18:00:00,ST006,25.4,,16.1
2024-09-08 20:00:00,ST018,23.7,93.6,10.4
2024-12-24 20:00:00,ST016,21.4,44.8,46.0
2024-12-19 04:00:00,ST015,18.8,84.6,62.4
2024-12-09 06:00:00,ST014,41.4,14.7,9.9
2024-08-24 05:00:00,ST008,42.9,54.1,22.7
2024-03-26 10:00:00,ST009,30.0,62.2,7.5
2024-08-18 11:00:00,ST006,61.6,57.9,66.0
2024-10-11 09:00:00,ST007,29.7,12.6,71.1
2024-10-04 05:00:00,ST008,16.9,16.2,4.8
2024-04-08 01:00:00,ST020,17.5,71.1,58.7
2024-12-17 13:00:00,ST012,27.5,37.1,37.3
2024-09-19 05:00:00,ST010,39.6,45.5,77.0
2024-05-09 14:00:00,ST011,35.5,,41.2
2024-12-11 01:00:00,ST013,64.9,30.5,46.7
2024-07-14 01:00:00,ST016,26.5,82.0,34.5
2024-01-31 21:00:00,ST012,21.0,58.5,15.6
2024-07-09 22:00:00,ST018,38.0,63.0,48.9
2024-09-06 14:00:00,ST011,35.2,26.9,40.7
2024-11-19 09:00:00,ST011,25.8,22.7,71.5
2024-07-23 06:00:00,ST013,28.7,53.1,40.8
2024-09-08 11:00:00,ST001,18.2,19.3,33.3
2024-11-19 23:00:00,ST001,15.6,65.7,77.8
2024-04-26 09:00:00,ST016,26.0,71.3,62.0
2024-03-16 00:00:00,ST019,12.6,47.5,33.5
2024-11-17 22:00:00,ST020,39.9,72.5,5.0
2024-12-24 17:00:00,ST016,20.1,91.3,36.8
2024-11-26 12:00:00,ST009,12.7,31.0,44.6
2024-05-21 12:00:00,ST010,32.6,51.6,38.4
2024-03-24 04:00:00,ST010,27.9,56.2,71.7
2024-07-17 06:00:00,ST005,6.7,91.2,6.3
2024-05-17 22:00:00,ST007,38.1,33.0,45.0
2024-06-14 12:00:00,ST008,7.0,86.9,18.1
2024-03-09 15:00:00,ST016,32.2,21.7,77.2
2024-11-21 22:00:00,ST016,31.0,74.3,23.0
2024-06-07 12:00:00,ST019,26.4,71.5,74.9
2024-01-25 19:00:00,ST006,44.9,43.7,39.6
2024-01-07 07:00:00,ST002,16.9,61.2,74.3
2024-12-03 04:00:00,ST017,40.6,21.4,40.3
2024-06-24 15:00:00,ST015,33.7,11.2,27.0
2024-10-03 19:00:00,ST020,38.1,53.8,6.9
2024-06-18 08:00:00,ST011,5.3,42.6,35.7
2024-01-08 19:00:00,ST019,15.5,40.6,18.9
2024-07-31 07:00:00,ST017,32.6,64.3,75.3
2024-04-14 13:00:00,ST016,23.2,94.1,29.9
2024-06-17 22:00:00,ST007,32.2,60.6,63.0
2024-03-17 14:00:00,ST019,7.5,56.6,40.4
2024-10-28 15:00:00,ST017,9.6,27.5,46.7
2024-03-31 01:00:00,ST015,25.5,48.8,4.6
2024-06-22 17:00:00,ST013,65.8,73.4,46.3
2024-11-18 06:00:00,ST003,6.3,44.8,61.5
2024-09-12 15:00:00,ST014,44.7,42.5,69.6
2024-03-31 18:00:00,ST018,31.1,39.6,14.3
2024-01-03 08:00:00,ST008,35.2,93.2,37.0
2024-06-17 23:00:00,ST008,23.4,23.2,15.1
2024-01-11 16:00:00,ST014,14.6,15.7,47.5
2024-01-31 04:00:00,ST008,21.1,29.9,17.4
2024-06-08 20:00:00,ST010,37.6,72.2,25.5
2024-04-07 19:00:00,ST010,44.4,54.3,33.1
2024-10-18 15:00:00,ST006,27.2,14.0,27.6
2024-10-05 16:00:00,ST014,11.0,42.0,60.4
2024-11-12 02:00:00,ST005,41.6,57.8,77.4
2024-08-13 11:00:00,ST007,30.9,88.4,67.8
2024-09-14 11:00:00,ST009,31.9,61.2,69.9
2024-05-28 03:00:00,ST018,,83.9,26.6
2024-11-22 22:00:00,ST004,41.6,69.1,56.3
2024-09-16 20:00:00,ST010,23.7,65.1,24.7
2024-08-06 14:00:00,ST016,41.6,41.5,33.1
2024-10-12 01:00:00,ST009,16.8,26.7,18.4
2024-06-24 16:00:00,ST011,35.5,51.5,57.9
2024-04-25 13:00:00,ST012,10.6,56.5,14.7
2024-01-24 02:00:00,ST017,61.1,16.3,65.4
2024-04-13 02:00:00,ST003,5.4,53.0,29.9
2024-11-29 01:00:00,ST016,71.1,55.2,32.9
2024-10-20 22:00:00,ST017,37.2,87.3,8.6
2024-06-21 07:00:00,ST017,37.6,32.7,31.8
2024-07-23 18:00:00,ST008,32.4,82.1,52.3
2024-09-14 11:00:00,ST013,27.1,14.8,0.8
2024-03-06 02:00:00,ST011,40.8,88.1,18.4
2024-02-01 18:00:00,ST009,42.0,68.2,22.4
2024-01-11 16:00:00,ST011,43.5,59.9,60.2
2024-06-13 03:00:00,ST006,27.7,82.2,54.2
2024-12-07 20:00:00,ST003,34.8,39.4,7.8
2024-09-27 19:00:00,ST020,43.8,37.7,50.7
2024-09-13 06:00:00,ST018,22.3,67.8,52.9
2024-02-26 00:00:00,ST003,15.7,42.3,62.7
2024-01-04 13:00:00,ST003,42.7,47.8,60.9
2024-12-15 19:00:00,ST018,21.3,12.2,28.3
2024-01-09 10:00:00,ST013,16.7,43.0,6.8
2024-12-21 17:00:00,ST019,11.8,42.4,11.1
2024-07-07 09:00:00,ST014,21.8,51.2,6.2
2024-05-13 11:00:00,ST020,23.3,21.5,0.5
2024-10-27 12:00:00,ST011,18.4,79.3,68.8
2024-11-23 00:00:00,ST007,17.6,92.0,77.5
2024-06-14 11:00:00,ST019,18.0,33.8,62.9
2024-05-02 19:00:00,ST018,32.3,56.8,76.2
2024-02-17 05:00:00,ST010,37.8,77.6,32.7
2024-10-15 20:00:00,ST005,36.6,16.3,79.3
2024-01-26 02:00:00,ST014,36.6,40.6,71.6
2024-08-30 08:00:00,ST008,11.7,62.1,45.1
2024-10-20 20:00:00,ST011,9.2,18.4,17.8
2024-10-31 07:00:00,ST008,20.0,49.4,54.4
2024-03-12 08:00:00,ST016,16.8,88.2,6.9
2024-11-06 20:00:00,ST011,36.4,54.3,27.9
2024-07-23 23:00:00,ST003,6.8,70.4,1.8
2024-12-18 06:00:00,ST008,12.0,23.6,44.8
2024-05-07 05:00:00,ST006,30.6,46.7,2.3
2024-01-04 00:00:00,ST013,33.2,27.5,60.2
2024-05-07 15:00:00,ST018,19.6,26.8,9.1
2024-09-22 07:00:00,ST011,29.5,59.9,27.8
2024-02-27 20:00:00,ST010,31.9,36.6,19.1
2024-10-12 12:00:00,ST013,28.9,58.9,33.8
2024-04-23 21:00:00,ST006,24.6,21.9,25.2
2024-11-26 19:00:00,ST001,10.5,79.3,77.1
2024-10-30 00:00:00,ST014,24.5,17.0,2.5
2024-07-16 01:00:00,ST018,11.7,48.9,59.4
2024-07-01 21:00:00,ST004,36.0,80.0,29.3
2024-05-29 04:00:00,ST018,44.6,18.7,66.4
2024-06-28 09:00:00,ST015,18.9,79.4,35.1
2024-08-27 08:00:00,ST019,39.4,61.9,34.3
2024-08-27 11:00:00,ST002,26.3,60.7,13.5
2024-03-06 00:00:00,ST017,10.4,73.8,32.9
2024-06-19 10:00:00,ST005,10.8,37.4,19.8
2024-10-09 18:00:00,ST009,20.0,16.4,63.6
2024-11-06 09:00:00,ST012,43.0,37.8,0.2
2024-09-01 13:00:00,ST015,39.0,77.6,31.8
2024-07-12 14:00:00,ST011,18.5,59.1,45.3
2024-02-01 08:00:00,ST002,9.0,76.6,36.8
2024-10-19 01:00:00,ST001,13.1,68.5,10.6
2024-03-04 17:00:00,ST009,31.2,31.3,29.7
2024-06-08 20:00:00,ST010,22.2,17.8,7.6
2024-10-30 19:00:00,ST017,5.4,69.1,65.4
2024-06-05 07:00:00,ST003,20.3,72.1,8.2
2024-04-07 12:00:00,ST005,7.7,57.9,48.8
2024-10-08 01:00:00,ST005,29.6,47.6,17.4
2024-08-27 23:00:00,ST013,43.5,36.7,11.2
2024-07-13 12:00:00,ST020,36.2,68.7,67.8
2024-05-08 18:00:00,ST017,34.9,35.1,4.4
2024-06-13 13:00:00,ST004,25.0,60.5,42.3
2024-09-21 01:00:00,ST005,39.4,58.3,29.2
2024-01-12 09:00:00,ST003,28.5,11.2,17.3
2024-12-08 01:00:00,ST010,35.7,46.0,32.2
2024-07-30 13:00:00,ST003,8.2,88.3,77.9
2024-07-30 17:00:00,ST003,32.9,72.0,67.7
2024-02-07 13:00:00,ST015,17.4,73.0,59.3
2024-12-04 21:00:00,ST006,43.1,54.5,62.6
2024-03-21 14:00:00,ST009,35.9,12.5,64.6
2024-02-22 14:00:00,ST019,24.8,53.4,4.4
2024-03-19 17:00:00,ST004,14.1,53.3,3.5
2024-04-12 10:00:00,ST013,12.2,91.6,2.8
2024-08-07 16:00:00,ST008,14.9,87.8,25.6
2024-05-02 10:00:00,ST002,13.9,53.8,3.7
2024-08-11 10:00:00,ST010,8.5,48.8,29.5
2024-11-12 16:00:00,ST008,19.7,92.6,79.8
2024-04-12 18:00:00,ST008,5.3,44.9,18.6
2024-01-01 23:00:00,ST011,35.4,42.0,59.0
2024-12-01 21:00:00,ST014,43.4,92.7,11.4
2024-10-08 23:00:00,ST017,33.0,41.7,78.0
2024-02-21 02:00:00,ST013,28.7,15.3,53.0
2024-08-10 17:00:00,ST013,17.7,33.1,6.0
2024-03-13 03:00:00,ST005,11.6,49.6,32.5
2024-11-12 07:00:00,ST010,15.6,20.2,12.6
2024-05-26 18:00:00,ST002,38.4,37.9,7.3
2024-06-26 14:00:00,ST010,37.8,24.8,76.2
2024-11-11 10:00:00,ST004,9.1,77.5,9.7
2024-09-30 11:00:00,ST007,19.9,63.6,51.6
2024-02-14 00:00:00,ST001,12.9,64.9,64.7
2024-01-30 03:00:00,ST004,42.7,14.3,73.9
2024-10-18 06:00:00,ST013,11.9,28.3,15.0
2024-06-16 18:00:00,ST020,30.9,52.4,70.6
2024-05-16 03:00:00,ST014,30.7,,19.9
2024-09-02 03:00:00,ST013,24.2,76.4,27.5
2024-08-05 16:00:00,ST001,28.9,12.5,64.9
2024-06-07 21:00:00,ST012,44.0,18.5,52.5
2024-05-29 18:00:00,ST002,28.0,93.5,31.1
2024-08-05 02:00:00,ST008,70.8,69.3,73.1
2024-05-08 12:00:00,ST019,38.5,78.9,77.6
2024-06-07 19:00:00,ST002,29.1,11.7,38.2
2024-05-01 03:00:00,ST011,69.2,81.8,25.9
2024-09-06 02:00:00,ST017,43.4,41.8,75.4
2024-04-17 12:00:00,ST005,34.3,47.1,51.1
2024-08-31 14:00:00,ST018,13.9,60.1,14.0
2024-09-24 07:00:00,ST001,39.0,75.5,45.4
2024-05-30 19:00:00,ST020,30.6,18.8,39.7
2024-04-24 14:00:00,ST011,30.4,91.9,65.7
2024-06-30 01:00:00,ST001,13.4,68.9,28.0
2024-10-13 11:00:00,ST015,43.8,85.2,39.4
2024-06-02 23:00:00,ST016,11.5,16.3,67.7
2024-08-21 08:00:00,ST003,11.8,41.9,58.6
2024-11-25 13:00:00,ST020,33.2,46.7,52.3
2024-05-20 07:00:00,ST011,44.0,44.8,44.3
2024-06-11 03:00:00,ST010,8.8,,44.0
2024-07-20 01:00:00,ST003,38.0,63.1,38.4
2024-11-19 06:00:00,ST003,38.8,36.2,31.8
2024-09-21 13:00:00,ST018,12.4,85.3,29.6
2024-07-02 08:00:00,ST008,27.6,22.8,55.7
2024-06-04 07:00:00,ST014,27.1,81.5,65.5
2024-06-09 20:00:00,ST016,24.1,16.7,72.2
2024-04-10 15:00:00,ST019,9.8,74.4,13.8
2024-01-30 03:00:00,ST005,21.9,94.0,34.8
2024-08-06 06:00:00,ST009,41.4,87.7,5.4
2024-12-20 18:00:00,ST009,23.3,84.2,62.9
2024-04-12 03:00:00,ST014,10.9,60.0,60.7
2024-07-14 07:00:00,ST004,39.7,84.8,70.2
2024-01-26 13:00:00,ST016,11.9,44.3,49.5
2024-06-11 04:00:00,ST011,7.0,50.4,21.5
2024-07-10 09:00:00,ST010,38.7,82.9,54.8
2024-08-07 01:00:00,ST015,15.8,45.4,51.6
2024-12-18 14:00:00,ST016,39.7,79.8,41.2
2024-12-23 21:00:00,ST005,40.2,12.5,15.4
2024-02-04 12:00:00,ST015,41.7,69.9,21.9
2024-01-21 20:00:00,ST004,14.7,51.5,35.7
2024-04-21 15:00:00,ST012,,32.0,66.5
2024-05-26 07:00:00,ST019,39.3,,54.2
2024-11-19 15:00:00,ST001,64.5,65.0,48.1
2024-10-16 07:00:00,ST009,40.8,82.4,36.7
2024-09-28 02:00:00,ST020,28.4,10.6,80.0
2024-07-11 23:00:00,ST020,16.9,19.2,5.1
2024-07-22 23:00:00,ST009,12.5,54.0,19.2
2024-08-06 04:00:00,ST013,32.2,71.3,52.4
2024-01-25 02:00:00,ST013,28.3,94.6,65.3
2024-09-01 17:00:00,ST016,25.3,81.9,67.3
2024-06-25 13:00:00,ST005,34.0,57.5,73.0
2024-08-30 12:00:00,ST008,13.9,84.1,33.6
2024-03-21 09:00:00,ST015,23.8,83.6,46.7
2024-03-22 19:00:00,ST017,39.7,42.4,23.9
2024-08-21 22:00:00,ST007,21.4,58.4,72.5
2024-11-28 20:00:00,ST003,18.3,93.9,25.1
2024-04-18 03:00:00,ST006,24.6,74.9,7.0
2024-09-18 16:00:00,ST016,5.2,55.4,58.5
2024-05-10 02:00:00,ST017,5.7,10.4,58.7
2024-09-18 20:00:00,ST004,74.3,36.0,5.2
2024-08-18 15:00:00,ST017,22.3,68.4,10.7
2024-10-02 09:00:00,ST006,,29.1,78.8
2024-09-07 06:00:00,ST004,33.4,77.3,30.0
2024-02-02 17:00:00,ST020,31.5,65.6,1.6
2024-06-21 12:00:00,ST018,24.0,23.0,55.6
2024-07-03 07:00:00,ST017,29.9,69.6,33.5
2024-03-18 19:00:00,ST010,36.4,52.3,48.7
2024-10-06 17:00:00,ST012,16.8,13.3,39.7
2024-01-09 16:00:00,ST001,31.9,87.1,66.8
2024-02-21 05:00:00,ST017,33.9,18.6,20.5
2024-02-04 04:00:00,ST015,9.0,24.8,3.2
2024-03-05 20:00:00,ST004,39.0,85.7,0.8
2024-07-02 03:00:00,ST015,40.1,17.9,65.2
2024-09-20 07:00:00,ST009,32.6,50.7,33.7
2024-04-18 19:00:00,ST002,9.1,87.5,38.6
2024-01-20 16:00:00,ST012,39.5,84.8,58.2
2024-10-27 20:00:00,ST014,6.8,32.2,25.1
2024-06-01 21:00:00,ST019,44.1,66.9,27.1
2024-11-24 23:00:00,ST008,18.8,67.5,30.8
2024-01-08 22:00:00,ST002,30.7,23.3,67.9
2024-08-06 21:00:00,ST016,14.6,92.5,4.0
2024-02-23 19:00:00,ST008,23.4,78.1,35.8
2024-01-13 03:00:00,ST016,62.3,45.0,44.6
2024-12-13 00:00:00,ST010,27.5,65.6,36.5
2024-08-14 15:00:00,ST015,27.4,62.7,37.9
2024-01-02 11:00:00,ST008,18.7,80.5,77.2
2024-04-22 01:00:00,ST002,24.7,79.9,59.4
2024-09-25 05:00:00,ST004,13.6,80.1,15.2
2024-03-25 02:00:00,ST019,35.9,48.3,52.7
2024-02-03 03:00:00,ST017,27.1,46.8,46.8
2024-04-28 13:00:00,ST019,34.2,20.9,31.0
2024-10-12 19:00:00,ST013,44.2,87.9,61.0
2024-04-01 01:00:00,ST015,10.5,61.2,70.9
2024-05-28 08:00:00,ST011,13.0,63.1,23.2
2024-12-09 23:00:00,ST006,26.7,64.1,56.8
2024-12-30 11:00:00,ST014,,82.0,64.7
2024-05-16 11:00:00,ST002,15.7,76.8,78.7
2024-05-19 06:00:00,ST010,35.1,12.7,65.1
2024-09-22 11:00:00,ST008,14.5,76.7,63.9
2024-10-11 09:00:00,ST013,,92.9,25.0
2024-10-29 11:00:00,ST020,38.2,87.5,56.4
2024-05-14 02:00:00,ST020,36.0,92.0,23.5
2024-12-16 18:00:00,ST006,9.8,13.5,22.3
2024-08-13 15:00:00,ST001,23.7,89.7,3.2
2024-07-24 14:00:00,ST020,24.6,58.7,28.6
2024-12-21 09:00:00,ST006,7.7,52.9,33.3
2024-08-14 13:00:00,ST007,18.2,35.0,76.0
2024-03-19 07:00:00,ST001,31.8,47.9,72.4
2024-09-17 08:00:00,ST011,41.6,90.3,30.9
2024-12-17 02:00:00,ST012,37.1,47.9,3.5
2024-04-24 06:00:00,ST004,43.9,75.7,42.7
